"Sens Factor =-0.355dB, SERNO: 7163752"
10.054	-2.7802
10.179	-2.6377
10.306	-2.4984
10.434	-2.3622
10.564	-2.2292
10.696	-2.0994
10.829	-1.9726
10.964	-1.8489
11.1	-1.7282
11.238	-1.6105
11.378	-1.4958
11.52	-1.3841
11.663	-1.2751
11.809	-1.1692
11.956	-1.0661
12.104	-0.9656
12.255	-0.8680
12.408	-0.7732
12.562	-0.6810
12.718	-0.5915
12.877	-0.5048
13.037	-0.4205
13.199	-0.3389
13.364	-0.2599
13.53	-0.1833
13.698	-0.1091
13.869	-0.0375
14.042	0.0317
14.216	0.0986
14.393	0.1631
14.573	0.2251
14.754	0.2851
14.938	0.3426
15.124	0.3980
15.312	0.4512
15.503	0.5022
15.696	0.5512
15.891	0.5980
16.089	0.6427
16.289	0.6855
16.492	0.7262
16.697	0.7650
16.905	0.8018
17.115	0.8368
17.328	0.8698
17.544	0.9010
17.763	0.9303
17.984	0.9580
18.208	0.9839
18.434	1.0081
18.664	1.0306
18.896	1.0515
19.131	1.0707
19.369	1.0884
19.611	1.1045
19.855	1.1191
20.102	1.1322
20.352	1.1439
20.605	1.1542
20.862	1.1631
21.122	1.1706
21.385	1.1768
21.651	1.1817
21.92	1.1854
22.193	1.1878
22.47	1.1890
22.749	1.1891
23.032	1.1880
23.319	1.1859
23.609	1.1827
23.903	1.1784
24.201	1.1731
24.502	1.1669
24.807	1.1598
25.116	1.1517
25.429	1.1428
25.745	1.1330
26.066	1.1225
26.39	1.1111
26.719	1.0990
27.051	1.0863
27.388	1.0728
27.729	1.0587
28.074	1.0440
28.424	1.0286
28.778	1.0128
29.136	0.9964
29.499	0.9795
29.866	0.9622
30.238	0.9445
30.614	0.9264
30.995	0.9079
31.381	0.8892
31.772	0.8701
32.167	0.8507
32.568	0.8312
32.973	0.8114
33.383	0.7915
33.799	0.7715
34.22	0.7513
34.646	0.7311
35.077	0.7109
35.514	0.6911
35.956	0.6710
36.403	0.6507
36.857	0.6302
37.315	0.6097
37.78	0.5894
38.25	0.5693
38.726	0.5498
39.209	0.5310
39.697	0.5131
40.191	0.4964
40.691	0.4809
41.198	0.4666
41.711	0.4536
42.23	0.4417
42.756	0.4308
43.288	0.4208
43.827	0.4114
44.372	0.4026
44.925	0.3941
45.484	0.3860
46.05	0.3779
46.623	0.3699
47.204	0.3618
47.791	0.3535
48.386	0.3449
48.989	0.3360
49.599	0.3268
50.216	0.3172
50.841	0.3074
51.474	0.2976
52.115	0.2878
52.764	0.2783
53.42	0.2694
54.085	0.2613
54.759	0.2541
55.44	0.2480
56.131	0.2429
56.829	0.2388
57.537	0.2359
58.253	0.2339
58.978	0.2331
59.712	0.2333
60.456	0.2344
61.208	0.2364
61.97	0.2391
62.742	0.2423
63.523	0.2458
64.314	0.2492
65.114	0.2522
65.925	0.2546
66.745	0.2560
67.576	0.2564
68.418	0.2556
69.269	0.2538
70.132	0.2512
71.005	0.2478
71.889	0.2439
72.784	0.2396
73.69	0.2349
74.607	0.2299
75.536	0.2248
76.476	0.2195
77.428	0.2142
78.392	0.2090
79.368	0.2039
80.356	0.1990
81.356	0.1944
82.369	0.1903
83.394	0.1867
84.433	0.1835
85.484	0.1808
86.548	0.1782
87.625	0.1756
88.716	0.1728
89.82	0.1694
90.939	0.1654
92.071	0.1607
93.217	0.1553
94.377	0.1492
95.552	0.1424
96.742	0.1350
97.946	0.1268
99.165	0.1180
100.4	0.1086
101.65	0.0986
102.915	0.0881
104.196	0.0772
105.493	0.0662
106.806	0.0552
108.136	0.0444
109.482	0.0339
110.845	0.0239
112.225	0.0143
113.622	0.0052
115.037	-0.0036
116.469	-0.0120
117.919	-0.0199
119.386	-0.0273
120.873	-0.0343
122.377	-0.0407
123.901	-0.0467
125.443	-0.0523
127.005	-0.0573
128.586	-0.0619
130.187	-0.0661
131.807	-0.0699
133.448	-0.0732
135.109	-0.0762
136.791	-0.0789
138.494	-0.0814
140.218	-0.0838
141.964	-0.0861
143.731	-0.0884
145.52	-0.0908
147.332	-0.0933
149.166	-0.0959
151.023	-0.0987
152.903	-0.1015
154.806	-0.1043
156.734	-0.1069
158.685	-0.1093
160.66	-0.1117
162.66	-0.1139
164.685	-0.1161
166.735	-0.1184
168.811	-0.1207
170.912	-0.1229
173.04	-0.1251
175.194	-0.1271
177.375	-0.1287
179.583	-0.1299
181.819	-0.1307
184.082	-0.1311
186.374	-0.1311
188.694	-0.1308
191.043	-0.1300
193.421	-0.1289
195.829	-0.1279
198.267	-0.1270
200.735	-0.1266
203.234	-0.1265
205.764	-0.1266
208.325	-0.1270
210.919	-0.1276
213.544	-0.1285
216.203	-0.1297
218.894	-0.1310
221.619	-0.1325
224.378	-0.1342
227.171	-0.1361
229.999	-0.1382
232.862	-0.1403
235.761	-0.1425
238.696	-0.1446
241.668	-0.1467
244.676	-0.1485
247.722	-0.1500
250.806	-0.1513
253.928	-0.1524
257.089	-0.1533
260.29	-0.1541
263.53	-0.1548
266.81	-0.1553
270.132	-0.1559
273.495	-0.1562
276.899	-0.1564
280.346	-0.1566
283.836	-0.1567
287.37	-0.1568
290.947	-0.1571
294.569	-0.1576
298.236	-0.1585
301.949	-0.1596
305.708	-0.1608
309.513	-0.1620
313.366	-0.1631
317.267	-0.1643
321.217	-0.1655
325.216	-0.1667
329.264	-0.1680
333.363	-0.1694
337.513	-0.1710
341.715	-0.1729
345.969	-0.1749
350.276	-0.1769
354.636	-0.1786
359.051	-0.1799
363.521	-0.1806
368.046	-0.1806
372.628	-0.1801
377.266	-0.1793
381.963	-0.1784
386.718	-0.1777
391.532	-0.1770
396.406	-0.1762
401.341	-0.1752
406.337	-0.1742
411.395	-0.1732
416.517	-0.1724
421.702	-0.1718
426.951	-0.1718
432.266	-0.1723
437.648	-0.1733
443.096	-0.1747
448.612	-0.1764
454.196	-0.1783
459.851	-0.1802
465.575	-0.1820
471.371	-0.1838
477.239	-0.1855
483.18	-0.1872
489.195	-0.1888
495.285	-0.1906
501.45	-0.1925
507.693	-0.1947
514.013	-0.1972
520.412	-0.2000
526.89	-0.2030
533.449	-0.2061
540.09	-0.2090
546.814	-0.2115
553.621	-0.2132
560.513	-0.2141
567.49	-0.2140
574.555	-0.2131
581.707	-0.2114
588.949	-0.2093
596.281	-0.2070
603.703	-0.2048
611.219	-0.2028
618.828	-0.2007
626.531	-0.1986
634.331	-0.1961
642.228	-0.1932
650.222	-0.1903
658.317	-0.1874
666.512	-0.1847
674.809	-0.1822
683.21	-0.1796
691.715	-0.1769
700.326	-0.1739
709.044	-0.1704
717.871	-0.1665
726.807	-0.1621
735.855	-0.1574
745.016	-0.1523
754.29	-0.1470
763.68	-0.1414
773.187	-0.1356
782.812	-0.1295
792.557	-0.1233
802.424	-0.1169
812.413	-0.1102
822.526	-0.1032
832.766	-0.0960
843.133	-0.0886
853.629	-0.0811
864.255	-0.0739
875.014	-0.0669
885.907	-0.0604
896.935	-0.0544
908.101	-0.0492
919.406	-0.0447
930.851	-0.0409
942.439	-0.0380
954.171	-0.0357
966.049	-0.0340
978.076	-0.0331
990.251	-0.0325
1002.579	-0.0324
1015.06	-0.0326
1027.696	-0.0331
1040.489	-0.0339
1053.442	-0.0348
1066.556	-0.0357
1079.833	-0.0365
1093.276	-0.0371
1106.886	-0.0373
1120.665	-0.0372
1134.616	-0.0368
1148.741	-0.0361
1163.041	-0.0351
1177.519	-0.0341
1192.178	-0.0330
1207.019	-0.0318
1222.045	-0.0305
1237.258	-0.0291
1252.66	-0.0275
1268.254	-0.0259
1284.042	-0.0241
1300.027	-0.0222
1316.211	-0.0201
1332.596	-0.0179
1349.185	-0.0156
1365.981	-0.0132
1382.985	-0.0107
1400.202	-0.0081
1417.633	-0.0054
1435.28	-0.0023
1453.148	0.0012
1471.238	0.0052
1489.553	0.0098
1508.096	0.0151
1526.87	0.0210
1545.877	0.0276
1565.121	0.0348
1584.605	0.0427
1604.332	0.0512
1624.303	0.0603
1644.524	0.0699
1664.996	0.0800
1685.723	0.0904
1706.708	0.1012
1727.955	0.1124
1749.466	0.1238
1771.244	0.1356
1793.294	0.1477
1815.618	0.1601
1838.221	0.1729
1861.104	0.1860
1884.272	0.1994
1907.729	0.2133
1931.478	0.2276
1955.523	0.2423
1979.866	0.2573
2004.513	0.2726
2029.467	0.2881
2054.731	0.3038
2080.31	0.3194
2106.207	0.3349
2132.427	0.3502
2158.973	0.3655
2185.849	0.3809
2213.06	0.3963
2240.61	0.4118
2268.503	0.4273
2296.743	0.4427
2325.334	0.4583
2354.282	0.4741
2383.59	0.4904
2413.262	0.5072
2443.305	0.5245
2473.721	0.5422
2504.515	0.5604
2535.693	0.5789
2567.26	0.5977
2599.219	0.6166
2631.576	0.6358
2664.335	0.6550
2697.503	0.6743
2731.084	0.6939
2765.082	0.7135
2799.504	0.7334
2834.354	0.7534
2869.638	0.7736
2905.362	0.7940
2941.53	0.8147
2978.148	0.8356
3015.222	0.8568
3052.758	0.8783
3090.761	0.9001
3129.237	0.9220
3168.192	0.9441
3207.632	0.9664
3247.563	0.9889
3287.991	1.0118
3328.923	1.0350
3370.364	1.0589
3412.32	1.0836
3454.799	1.1092
3497.807	1.1361
3541.351	1.1642
3585.436	1.1933
3630.07	1.2232
3675.26	1.2537
3721.012	1.2845
3767.334	1.3157
3814.233	1.3469
3861.715	1.3782
3909.789	1.4096
3958.46	1.4410
4007.738	1.4726
4057.63	1.5046
4108.142	1.5371
4159.283	1.5701
4211.061	1.6036
4263.483	1.6377
4316.559	1.6722
4370.294	1.7072
4424.699	1.7427
4479.781	1.7786
4535.548	1.8150
4592.01	1.8517
4649.175	1.8887
4707.051	1.9259
4765.648	1.9632
4824.975	2.0005
4885.039	2.0378
4945.852	2.0749
5007.421	2.1119
5069.757	2.1487
5132.87	2.1850
5196.768	2.2202
5261.46	2.2542
5326.959	2.2866
5393.273	2.3173
5460.413	2.3462
5528.388	2.3735
5597.209	2.3995
5666.887	2.4245
5737.433	2.4487
5808.857	2.4723
5881.169	2.4954
5954.383	2.5179
6028.507	2.5401
6103.555	2.5623
6179.536	2.5847
6256.464	2.6076
6334.349	2.6312
6413.204	2.6555
6493.04	2.6801
6573.87	2.7048
6655.706	2.7288
6738.562	2.7514
6822.448	2.7717
6907.379	2.7890
6993.367	2.8028
7080.426	2.8128
7168.568	2.8191
7257.808	2.8228
7348.158	2.8249
7439.633	2.8258
7532.248	2.8256
7626.015	2.8246
7720.949	2.8226
7817.065	2.8195
7914.377	2.8151
8012.901	2.8091
8112.652	2.8012
8213.645	2.7911
8315.894	2.7784
8419.416	2.7636
8524.228	2.7473
8630.343	2.7303
8737.78	2.7131
8846.555	2.6960
8956.683	2.6793
9068.182	2.6629
9181.069	2.6467
9295.362	2.6301
9411.078	2.6125
9528.233	2.5934
9646.849	2.5723
9766.939	2.5490
9888.525	2.5231
10011.625	2.4947
10136.257	2.4638
10262.44	2.4302
10390.195	2.3939
10519.54	2.3550
10650.495	2.3136
10783.08	2.2697
10917.316	2.2233
11053.223	2.1749
11190.821	2.1251
11330.133	2.0747
11471.179	2.0243
11613.98	1.9745
11758.561	1.9261
11904.939	1.8792
12053.141	1.8327
12203.188	1.7859
12355.102	1.7384
12508.907	1.6901
12664.627	1.6413
12822.286	1.5923
12981.907	1.5435
13143.516	1.4950
13307.136	1.4473
13472.793	1.4008
13640.512	1.3554
13810.319	1.3109
13982.24	1.2672
14156.302	1.2238
14332.529	1.1803
14510.951	1.1364
14691.595	1.0916
14874.486	1.0460
15059.655	0.9998
15247.129	0.9531
15436.937	0.9066
15629.106	0.8604
15823.669	0.8151
16020.654	0.7711
16220.091	0.7287
16422.01	0.6880
16626.443	0.6489
16833.422	0.6113
17042.977	0.5759
17255.141	0.5432
17469.945	0.5135
17687.424	0.4876
17907.609	0.4679
18130.537	0.4490
18356.24	0.4311
18584.752	0.4142
18816.107	0.3982
19050.346	0.3835
19287.498	0.3699
19527.604	0.3572
19770.697	0.3451
20016.816	0.3336

